id,cycle,setting1,setting2,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21,av2,av3,av4,av6,av7,av8,av9,av11,av12,av13,av14,av15,av17,av20,av21,sd2,sd3,sd4,sd6,sd7,sd8,sd9,sd11,sd12,sd13,sd14,sd15,sd17,sd20,sd21,ttf,label_bnc
11,83,0.0001,0.0004,642.42,1587.73,1414.22,21.61,552.8,2388.21,9037.11,47.67,520.74,2388.18,8116.85,8.464,394,38.66,23.2908,642.8,1592.378,1415.558,21.61,553.192,2388.1940000000004,9035.544,47.59,520.854,2388.154,8117.526000000001,8.449060000000001,392.6,38.722,23.26474,0.3153569406245892,5.906282248589027,4.898134338703144,0.0,0.4130617387270168,0.0415932686903416,3.631236703944908,0.1214495780149244,0.3236201477040822,0.0409878030642846,1.384857393391133,0.013243413457267,1.3416407864998476,0.0960208310732664,0.0444611403362392,97,0
12,217,0.0013,0.0003,642.59,1595.9,1409.64,21.61,553.36,2388.04,9074.24,47.37,522.03,2388.02,8155.74,8.4482,393,38.81,23.2861,642.446,1587.834,1407.396,21.61,553.8019999999999,2388.046,9069.73,47.40599999999999,521.818,2388.056,8150.048,8.43058,392.4,38.784,23.32662,0.2773625785851039,5.075882189333513,2.323645842212697,0.0,0.3032655601940112,0.0313049516839704,4.463496387357572,0.0461519230367577,0.2995329698062396,0.0403732584701762,3.2859960438229177,0.0209869483250704,0.5477225575051505,0.0497995983918257,0.040809765988012,124,0
13,195,0.0032,-0.0004,642.37,1591.31,1414.51,21.61,553.28,2388.1,9060.92,47.52,521.3,2388.12,8146.8,8.4336,394,38.75,23.282,642.5,1590.568,1410.27,21.61,553.502,2388.074,9061.702,47.478,521.682,2388.088,8146.005999999999,8.42418,393.4,38.858,23.30912,0.1099999999989216,3.064501590799729,3.4313918458851083,0.0,0.4394542069431368,0.0357770876446725,1.8604219951419776,0.0593295878968413,0.3380384593487744,0.0443846820455313,3.400555836914707,0.0209598902668959,1.1401754250990948,0.0988433103452264,0.0445586916324021,95,0
14,46,0.0013,-0.0002,642.91,1591.39,1408.35,21.61,553.75,2388.17,9037.35,47.57,520.66,2388.1,8118.1,8.4233,393,38.69,23.2603,642.742,1593.5800000000002,1411.046,21.61,553.2860000000001,2388.172,9036.736,47.64399999999999,521.044,2388.154,8118.444,8.436599999999999,393.0,38.806,23.27582,0.1654388104405015,3.960612326395853,4.346151170864341,0.0,0.318402261298723,0.0363318042489157,4.9301500991321205,0.1246194206373942,0.3103707460439677,0.0472228758123473,3.279547224842287,0.0179865227323086,0.707106781186545,0.0702139587261695,0.0331726845461672,107,0
15,76,-0.0012,-0.0,642.49,1589.21,1400.61,21.61,554.08,2388.1,9056.1,47.25,522.12,2388.11,8139.75,8.4067,392,39.17,23.4085,642.48,1592.5,1402.674,21.61,554.262,2388.068,9056.588,47.342,521.856,2388.07,8134.041999999999,8.41562,392.6,39.02,23.3759,0.3299999999998045,4.8083625071313865,5.262488004737556,0.0,0.3000333314820538,0.0363318042502341,4.445151291011136,0.1134460224071533,0.3162751966246321,0.0393700393690542,4.0406645493017495,0.0059562572140591,0.8944271909999043,0.0894427191000031,0.0710610652889525,83,0
16,113,-0.0005,0.0002,642.99,1587.03,1401.0,21.61,554.6,2388.08,9059.75,47.37,521.77,2388.08,8147.4,8.4299,391,38.81,23.304,642.4939999999999,1587.076,1400.994,21.61,554.202,2388.052,9062.124,47.338,521.662,2388.054,8144.983999999999,8.42234,391.8,38.916,23.3286,0.3013801586041141,3.917924195285017,1.8855317552352748,0.0,0.2378444870076362,0.0311448230051796,2.66721390218444,0.0589067059000935,0.2194766502393527,0.018165902122268,5.584839299390934,0.008881047235543,1.095445115010405,0.0861974477580498,0.0740161806634138,84,0
17,165,0.0009,-0.0001,642.9,1599.17,1412.54,21.61,553.49,2388.06,9094.72,47.55,521.52,2388.03,8171.98,8.4319,394,38.7,23.2948,642.8219999999999,1592.718,1411.858,21.610000000000003,553.4359999999999,2388.056,9094.454000000002,47.5,521.666,2388.032,8169.829999999999,8.44386,393.4,38.80200000000001,23.27912,0.2635716221431955,6.113359959955936,4.486754952080177,0.0,0.3981582599899078,0.0167332005235902,0.7654279852293435,0.0781024967591094,0.4044502441592214,0.0178885438190636,2.8194414340830365,0.0283151549527716,1.1401754250991212,0.1073312629199313,0.0366918519565717,50,0
18,133,0.0007,0.0001,643.0,1600.45,1419.18,21.61,553.36,2388.14,9056.09,47.7,521.06,2388.19,8136.8,8.4418,395,38.71,23.2637,642.942,1597.098,1414.466,21.610000000000003,553.3340000000001,2388.154,9056.97,47.628,521.1479999999999,2388.13,8134.973999999999,8.4525,393.4,38.658,23.24172,0.274899981812261,4.087257026414007,4.717873461637129,4.01717210374314e-09,0.4842313496661908,0.0288097205837513,6.65923794439547,0.098843310345239,0.1944736486045979,0.0353553390569768,1.7059542784380182,0.0225959067089617,1.1401754250991258,0.0739594483483358,0.0504544051594438,28,1
19,135,0.0004,0.0003,642.79,1588.88,1406.32,21.61,553.87,2388.1,9055.54,47.35,521.48,2388.06,8140.2,8.4768,393,38.83,23.3297,642.4680000000001,1588.082,1403.904,21.608,553.9979999999999,2388.07,9061.098,47.474,521.672,2388.066,8141.589999999999,8.4232,392.8,38.886,23.32676,0.2487368086960675,3.518226826114592,4.089991442536707,0.0044721359549988,0.435970182466838,0.0308220700114133,4.2360854571333935,0.0709224929060749,0.2391024884861106,0.0194935886853593,3.5569017416913637,0.0367249914908104,0.8366600265340518,0.0343511280745721,0.0322773604868174,87,0
20,184,-0.0006,-0.0004,643.75,1595.12,1419.6,21.61,552.19,2388.14,9066.49,48.13,520.64,2388.21,8138.86,8.469,395,38.35,23.0242,643.4979999999999,1598.786,1421.462,21.61,551.786,2388.198,9062.38,48.008,520.452,2388.222,8140.117999999999,8.4985,395.4,38.536,23.12214,0.2680858071595619,6.627697941215465,1.907870540666376,4.01717210374314e-09,0.4327585932133356,0.0486826457721456,3.0571228303735807,0.0941806774232976,0.2336022260150303,0.0130384047966604,3.163822055674974,0.0367462923299543,1.140175425099171,0.1186591757934967,0.0673361567064043,16,1
21,148,0.0052,0.0005,642.66,1592.32,1403.77,21.61,553.86,2388.06,9087.25,47.46,522.02,2388.07,8168.51,8.441,392,38.74,23.4982,642.414,1591.626,1404.604,21.61,553.9379999999999,2388.032,9084.482,47.38,521.88,2388.036,8164.544,8.42708,393.2,38.854,23.36572,0.2447039027079575,1.9592039199649736,3.205897690195009,0.0,0.1449827575951021,0.0303315017769404,4.191141849139857,0.0758287544406342,0.2476893215295485,0.0279284800867797,3.539629924152405,0.0288377703714972,1.30384048104052,0.1062073443788781,0.0890180711990606,57,0
22,39,-0.0,-0.0005,642.5,1583.42,1410.16,21.61,554.04,2388.09,9055.41,47.36,521.77,2388.11,8133.12,8.4143,392,38.97,23.3058,642.632,1590.128,1407.53,21.61,553.592,2388.09,9047.368,47.496,521.7259999999999,2388.096,8127.844,8.416360000000001,392.6,38.91799999999999,23.3185,0.2338161671057495,3.783327900142512,3.109011096795056,0.0,0.3367788591936719,0.0173205080749356,4.849455639550986,0.1217784874269703,0.4059926107702539,0.0260768096210829,3.7453344309971537,0.0128048037860762,0.8944271909999203,0.1237739875741354,0.0633207312023571,111,0
23,130,-0.0006,0.0003,642.03,1588.77,1403.06,21.61,554.15,2388.05,9051.1,47.22,521.83,2388.08,8133.6,8.4249,392,38.97,23.2815,642.518,1586.27,1398.446,21.61,554.14,2388.046,9051.708,47.246,521.9939999999999,2388.0520000000006,8133.13,8.39454,391.6,38.946,23.39554,0.3081720298783216,4.24074875464222,3.1048800298882484,4.5364647564478705e-09,0.2537715508081265,0.040373258478155,4.192489713764881,0.0887693640847084,0.3211385993614497,0.0238746727715997,2.228497251512864,0.0262625779389636,0.8944271909999362,0.0789303490426425,0.0749844850619061,113,0
24,186,-0.0004,0.0002,643.28,1593.82,1415.13,21.61,553.78,2388.08,9148.56,47.7,520.69,2388.07,8211.21,8.4785,393,38.72,23.2093,643.094,1593.324,1414.218,21.61,553.17,2388.086,9145.684,47.702,521.272,2388.088,8212.542,8.4648,394.2,38.60600000000001,23.26864,0.2177842969499845,6.525222601567301,2.794847044110947,0.0,0.5293864373038584,0.0167332005361514,2.2756823149812897,0.0762889244911582,0.3935352589017787,0.0408656334845247,3.954177537715717,0.0181091137276524,0.8366600265340263,0.0646529195011549,0.0489412198458883,20,1
25,48,0.0019,-0.0004,642.92,1584.08,1403.1,21.61,553.55,2388.08,9046.2,47.38,521.75,2388.07,8132.18,8.4422,394,38.9,23.3876,642.636,1587.492,1403.732,21.61,553.846,2388.0660000000003,9050.078,47.314,521.8860000000001,2388.078,8132.523999999999,8.41338,392.6,38.938,23.32786,0.2247887897555349,4.058863141323594,4.588700251705605,0.0,0.4369553752957882,0.0230217288681468,3.412414101484681,0.0665582451692002,0.4427527526735039,0.0148323969726729,3.1075842707805217,0.0269024534197129,0.8944271909999043,0.0661059755241446,0.0708129084277706,145,0
26,76,-0.002,0.0003,642.31,1580.98,1402.4,21.61,554.45,2388.02,9074.01,47.4,521.93,2387.98,8151.64,8.4331,392,38.89,23.366,642.3100000000001,1586.806,1399.694,21.61,554.048,2388.032,9065.54,47.358,522.066,2388.014,8151.219999999999,8.394120000000001,392.0,38.91,23.40276,0.2339871791355972,4.054322384813337,5.580141575264853,0.0,0.4828250200643455,0.0327108544691742,5.845737763535541,0.0801249024960266,0.1657709262809011,0.0421900462194056,3.511929668991756,0.0240625642856294,0.7071067811864947,0.0761577310586663,0.0654884951728074,119,0
27,140,0.0038,0.0005,642.56,1586.56,1407.16,21.61,553.3,2388.06,9049.45,47.44,521.64,2388.14,8124.15,8.44,392,38.9,23.185,642.506,1587.336,1404.3380000000002,21.61,553.654,2388.084,9049.562000000002,47.386,521.6600000000001,2388.086,8131.084,8.43116,392.4,38.872,23.29432,0.2120848886642519,4.137013415497211,2.216330300285528,0.0,0.2104281349988542,0.0320936130703148,2.8876582207801875,0.0433589667774459,0.2370653918232224,0.0364691650518017,4.726127378728209,0.0218907057903666,1.1401754250991352,0.1098635517357952,0.0939590176619541,66,0
28,158,-0.0002,0.0,642.86,1590.81,1405.28,21.61,553.26,2388.1,9065.84,47.59,521.63,2388.11,8134.63,8.4564,393,38.86,23.2826,642.698,1590.44,1407.5099999999998,21.61,553.408,2388.088,9064.356,47.55,521.7059999999999,2388.1040000000003,8137.456,8.44078,393.4,38.842,23.327260000000003,0.2431460466459007,2.398072142368183,2.677536180895297,0.0,0.4922600938536869,0.0277488738493202,4.178549987721796,0.1014889156509228,0.3309531688931022,0.0194935886899535,1.7670116015641708,0.0117941510928128,0.5477225575052997,0.0855569985448212,0.0499282785603588,97,0
29,171,-0.0002,-0.0001,642.53,1585.72,1405.88,21.61,553.29,2388.08,9074.11,47.26,521.57,2388.07,8147.27,8.4202,393,38.98,23.1975,642.624,1587.5279999999998,1407.7600000000002,21.61,553.736,2388.054,9070.178,47.36,521.4559999999999,2388.08,8148.544,8.415799999999999,393.4,38.894,23.31212,0.2574490240803645,6.485385108071333,3.403446782311506,0.0,0.4829389195327619,0.0279284800860735,3.366744718543716,0.1129158979064073,0.2945844530872961,0.0273861278739527,3.939058263085868,0.0217631569401116,0.5477225575051246,0.081117199162676,0.1157004191867743,90,0
30,143,-0.0036,0.0,642.54,1599.22,1408.62,21.61,553.01,2388.12,9057.71,47.61,521.32,2388.13,8135.44,8.4829,393,38.78,23.3175,642.7099999999999,1593.422,1410.518,21.61,553.46,2388.118,9050.708,47.556,521.118,2388.14,8131.13,8.458760000000002,393.8,38.774,23.25412,0.1581138830088172,4.912099347529716,3.456728221887855,0.0,0.417312832297218,0.0204939015332069,4.762238969224262,0.0750333259292076,0.1599062225160032,0.0173205080688057,3.3793046621980456,0.0302211515333285,1.4832396974191289,0.0461519230366988,0.0377484701676442,115,0
31,196,-0.0005,0.0001,643.31,1598.19,1420.66,21.61,551.48,2388.18,9090.98,47.78,519.55,2388.22,8157.84,8.5015,395,38.53,23.1105,643.552,1598.036,1427.312,21.61,551.6519999999999,2388.192,9087.42,48.0,519.956,2388.198,8156.718000000001,8.492280000000001,395.2,38.534000000000006,23.11658,0.247729691397243,3.7272483147744433,4.7288550411262245,0.0,0.1746997424176022,0.0258843582117596,4.38390807388288,0.1573213272252632,0.3181666230140716,0.0148323969855989,3.572522918052796,0.0225158166629113,0.8366600265340411,0.0939680796868658,0.0396010353399449,8,1
32,145,-0.0033,-0.0001,642.96,1587.37,1406.22,21.61,553.84,2388.05,9105.13,47.48,522.3,2388.05,8173.9,8.438,394,38.84,23.3456,642.588,1591.6280000000002,1409.268,21.61,553.866,2388.028,9099.76,47.464,521.754,2388.034000000001,8173.982000000001,8.44098,393.2,38.812000000000005,23.28484,0.281904239061361,3.8158249435696425,2.0574425872947404,1.1539219181052764e-09,0.2123205124312618,0.0216794833907772,3.737920544870569,0.0415932686862232,0.3528172331399624,0.0114017542516889,2.493295008660572,0.0203315518345053,0.8366600265340518,0.1267675037223452,0.0458842347653456,48,0
33,50,0.0005,0.0005,642.42,1579.36,1416.53,21.61,553.56,2388.14,9059.56,47.61,520.95,2388.11,8134.27,8.4463,392,38.73,23.2843,642.6120000000001,1588.094,1409.636,21.61,553.2959999999999,2388.126,9058.82,47.596,521.438,2388.108,8137.160000000001,8.45348,393.2,38.758,23.2971,0.2738065010182656,5.804522374838967,4.551492063049327,0.0,0.2321206582791527,0.0167332005300333,4.559194007714872,0.0702139587261839,0.3493851742703595,0.0311448230050211,3.4181281427119594,0.0248132424322199,1.3038404810405404,0.1147606204235629,0.0410357770731968,106,0
34,203,-0.0011,-0.0001,643.74,1600.38,1427.49,21.61,551.77,2388.29,9036.27,48.13,519.44,2388.25,8122.11,8.5158,397,38.62,23.0641,643.43,1600.218,1427.362,21.61,551.728,2388.258,9043.920000000002,48.114,519.8059999999999,2388.262,8124.694,8.4971,395.8,38.486,23.137880000000003,0.2199999999953981,1.123552401983762,3.806713805878781,1.1539219181052764e-09,0.1900526242957245,0.0294957624369905,5.292943415492619,0.0541294744104996,0.2295212408417276,0.0238746728026258,2.1035042192099085,0.0171109613990567,1.303840481040539,0.1003992031840332,0.0540326475384329,7,1
35,198,-0.0047,-0.0003,643.4,1602.02,1428.42,21.61,551.76,2388.26,9079.88,48.1,519.81,2388.22,8153.85,8.5141,395,38.63,23.1161,643.422,1599.612,1426.084,21.61,551.9159999999999,2388.224,9081.808,48.044,520.03,2388.202,8154.024,8.50908,395.6,38.588,23.10104,0.0349284984014581,2.240852516348907,3.873748830271116,0.0,0.1383112432060029,0.0250998008090225,2.8673803374932545,0.1604057355582095,0.3025723054049668,0.0178885438304666,4.759556702095437,0.0194342995757596,1.3416407864998978,0.1175584960775643,0.0729133595440171,11,1
36,126,-0.0018,-0.0002,642.94,1599.19,1418.98,21.61,552.32,2388.16,9056.3,47.94,520.01,2388.22,8136.96,8.5259,394,38.54,23.1534,643.2879999999999,1600.852,1422.834,21.61,551.862,2388.168,9064.298,47.908,520.132,2388.2,8138.433999999999,8.497319999999998,394.6,38.594,23.17716,0.3596804136998724,2.0430173763306723,2.34500106609608,0.0,0.2915818924416272,0.0342052627508829,5.14811324662219,0.094445751625094,0.2312358103733383,0.0234520788076324,3.015680686017017,0.024007852881926,0.54772255750517,0.1246194206374536,0.0819340161349215,19,1
37,121,-0.0006,0.0002,643.34,1593.15,1413.38,21.61,552.56,2388.18,9041.71,47.69,520.69,2388.15,8119.07,8.4944,394,38.76,23.2145,643.142,1587.988,1412.594,21.610000000000003,552.944,2388.19,9042.59,47.714,520.984,2388.178,8121.244000000001,8.47244,393.8,38.63,23.24012,0.3019437033592771,4.436955036959294,1.3531925214089566,0.0,0.5202211068377759,0.0158113882757451,4.338081373114424,0.0384707681232625,0.1728583234855507,0.0216794833869884,2.65579178401004,0.0136844071848587,0.8366600265339456,0.1736375535418786,0.0767704174796304,21,1
38,125,-0.0015,-0.0003,643.04,1588.23,1404.91,21.61,553.09,2388.14,9086.18,47.86,520.91,2388.15,8160.76,8.4695,393,38.78,23.1739,642.994,1591.426,1413.448,21.61,552.73,2388.138,9078.966,47.802,520.952,2388.11,8156.837999999999,8.48226,394.2,38.766000000000005,23.18674,0.2734593205586029,2.4110433426213675,4.95164316161747,0.0,0.293768616429292,0.0228035085035822,5.250740900085321,0.1314153720080215,0.0816700679547949,0.039370039368749,3.5066465462651,0.0180682871351982,1.3038404810405269,0.1811905074776361,0.0303107736621385,50,0
39,37,0.0004,0.0003,642.09,1581.58,1402.17,21.61,554.03,2388.02,9061.91,47.2,521.94,2388.0,8147.31,8.3904,393,38.82,23.3721,641.8100000000001,1584.97,1398.6560000000002,21.61,554.192,2388.0080000000003,9058.87,47.212,522.052,2388.022,8143.640000000001,8.40526,391.6,38.97,23.37126,0.3203903868720767,5.360956071448261,3.483558525416859,0.0,0.108719823399968,0.0228035085035582,3.4042546908300366,0.0794984276574059,0.1162755348302538,0.039623225512924,3.719811823197636,0.0270041293138658,1.1401754250991414,0.1135781669160216,0.0394374568145552,142,0
40,133,-0.0036,-0.0005,643.2,1603.15,1420.48,21.61,552.57,2388.17,9066.45,47.84,520.41,2388.17,8143.07,8.47,396,38.58,23.0906,643.1700000000001,1595.202,1418.9740000000002,21.61,552.456,2388.188,9071.384000000002,47.86,520.596,2388.178,8145.751999999999,8.473279999999999,394.8,38.636,23.17632,0.089442719101559,5.617327656458571,2.331111322950997,0.0,0.2881492668749537,0.0370135110464665,4.27210486756498,0.0731436941916816,0.2205221077318156,0.0327108544625485,2.317319572286075,0.0042874234687142,0.8366600265340963,0.1031018913502982,0.0842312115548634,28,1
41,123,-0.0018,0.0001,642.54,1594.24,1416.76,21.61,553.02,2388.19,9036.88,47.64,520.61,2388.2,8115.82,8.4533,395,38.84,23.1718,642.864,1593.502,1414.922,21.61,552.6120000000001,2388.188,9036.64,47.772000000000006,520.762,2388.194,8115.564,8.46748,394.4,38.708000000000006,23.22376,0.2182429838464443,2.4524620282474183,3.454536148313358,0.0,0.5503362608435143,0.0083666002572312,4.985012537599618,0.1047377677822606,0.0928439551159936,0.0207364413757362,1.5657841485907211,0.0296740121992421,0.8944271909998527,0.1283354978172238,0.0713261032161127,18,1
42,156,-0.0004,-0.0,643.31,1599.55,1425.12,21.61,550.94,2388.27,9026.89,47.89,520.54,2388.27,8118.45,8.4792,395,38.51,23.094,643.384,1595.974,1420.946,21.610000000000003,551.772,2388.264,9035.74,47.906,520.226,2388.244,8114.1,8.476040000000001,395.2,38.538,23.1545,0.4065464303129188,3.584345128473187,6.818396439045299,1.1539219181052764e-09,0.4668725736187533,0.0219089023233784,5.930345689773026,0.0808084154033273,0.3706480810652311,0.0288097205928441,3.7016955574330894,0.0073802438984591,0.8366600265340411,0.0363318042488967,0.0543208063267919,10,1
43,172,-0.003,0.0003,642.77,1594.19,1418.4,21.61,552.25,2388.13,9052.93,47.6,520.86,2388.16,8135.46,8.4456,394,38.63,23.2379,643.038,1591.8,1412.628,21.61,553.0020000000001,2388.1240000000003,9055.994,47.678,521.2360000000001,2388.13,8134.295999999999,8.44692,394.4,38.78,23.26068,0.4097194161871189,2.2767850140071078,4.830726653414738,0.0,0.6267934268966654,0.0230217288615476,2.3937063312356988,0.0993478736561247,0.2590945773260691,0.027386127878343,1.896689220716752,0.0150022331670913,0.5477225575052868,0.1354621718415191,0.0736202893229922,59,0
44,54,0.0001,0.0002,642.49,1582.3,1415.29,21.61,552.97,2388.13,9057.77,47.52,521.73,2388.1,8131.44,8.4391,392,38.85,23.3058,642.434,1587.5679999999998,1407.95,21.61,553.6980000000001,2388.102,9056.21,47.42999999999999,521.792,2388.0800000000004,8135.245999999999,8.43404,393.0,38.836,23.33854,0.1553383404058022,5.156119665019343,5.115818605072209,0.0,0.5168849001471078,0.0268328157299052,3.923461481896881,0.1208304597359492,0.2413917977066734,0.0200000000007221,2.5554608194971635,0.033273983831217,0.9999999999999892,0.0773304597166917,0.0270057031013719,109,0
45,152,0.0044,0.0002,642.75,1598.59,1410.33,21.61,553.2,2388.15,9067.31,47.57,520.76,2388.15,8140.56,8.4695,394,38.58,23.312,642.8860000000001,1594.946,1412.668,21.61,552.99,2388.108,9061.566,47.62,521.0799999999999,2388.132,8139.332,8.46888,394.2,38.694,23.26008,0.1614930339041748,3.1879585944625206,2.9668029931177897,0.0,0.6700746227104379,0.0303315017754349,4.76543072554391,0.1000000000000111,0.432839462156235,0.03492849839111,2.953569027472532,0.0180318329628344,0.447213595499977,0.1684636459299259,0.0491893992644932,114,0
46,146,-0.0005,-0.0003,642.79,1594.28,1413.17,21.61,552.73,2388.12,9080.61,47.74,520.97,2388.11,8153.86,8.4628,393,38.61,23.1876,643.21,1593.214,1412.22,21.61,552.836,2388.1040000000003,9083.828,47.684000000000005,520.988,2388.106,8156.701999999999,8.466460000000001,394.0,38.642,23.2394,0.3078148794303348,2.958923790842068,1.9871084519997344,0.0,0.1318332279811024,0.0357770876382664,2.451972675222612,0.0817312669668315,0.3117210291252792,0.0336154726319704,2.6298136816141104,0.0126246980161633,0.7071067811866204,0.0719027120490644,0.03219604012923,47,0
47,73,0.0019,-0.0003,642.73,1587.09,1402.79,21.61,553.05,2388.16,9038.32,47.44,521.29,2388.14,8125.57,8.4586,392,38.79,23.2595,642.642,1589.106,1410.554,21.61,553.194,2388.1539999999995,9040.143999999998,47.518,520.976,2388.15,8123.364,8.444579999999998,392.8,38.776,23.27794,0.3118813877104158,1.8607605971754488,5.441716640913817,0.0,0.4673649537568521,0.0134164078655698,3.650675279997074,0.1175584960774561,0.2307162759760169,0.062048368229541,3.5067477810672325,0.0152322683799876,0.8366600265340688,0.0820365772079531,0.0318462399664339,135,0
